point_id,year,ArsenAs mg*kg-1,Azot amonowyNNH4 mg*kg-1,Azot azotanowyNNO3 mg*kg-1,Azot ogólny%,"BN-78/9180-11: 0,1-0,02 mmudział w %","BN-78/9180-11: 1,0-0,1 mmudział w %",BN-78/9180-11: < 0.02 mmudział w %,BarBa mg*kg-1,BerylBe mg*kg-1,ChromCr mg*kg-1,CynkZn mg*kg-1,Fosfor przyswajalnymg P2O5* 100g-1,Fosfor%,"Glin wymienny ""Al""cmol(+)*kg-1",Glin%,KadmCd mg*kg-1,KobaltCo mg*kg-1,Kwasowośc wymienna (Hw)cmol(+)*kg-1,Kwasowość hydrolityczna (Hh)cmol(+)*kg-1,LantanLa mg*kg-1,LitLi mg*kg-1,Magnez przyswajalnymg Mg*100g-1,Magnez wymienny (Mg2+)cmol(+)*kg-1,Magnez%,ManganMn mg*kg-1,MiedźCu mg*kg-1,NikielNi mg*kg-1,"Odczyn ""pH "" w zawiesinie H2OpH","Odczyn ""pH "" w zawiesinie KClpH",OłówPb mg*kg-1,"PTG 2008: 0,05-0,002 mmudział w %","PTG 2008: 2,0-0,05 mmudział w %",PTG 2008: < 0.002 mmudział w %,Pestycydy - zwiazki nie chlorowe - atrazinmg*kg-1,Pestycydy - zwiazki nie chlorowe - carbarylmg*kg-1,Pestycydy - zwiazki nie chlorowe - carbofuranmg*kg-1,Pestycydy chloroorganiczne - DDT/DDE/DDDmg*kg-1,Pestycydy chloroorganiczne - aldrinmg*kg-1,Pestycydy chloroorganiczne - alfa-HCHmg*kg-1,Pestycydy chloroorganiczne - beta-HCHmg*kg-1,Pestycydy chloroorganiczne - dieldrinmg*kg-1,Pestycydy chloroorganiczne - endrinmg*kg-1,Pestycydy chloroorganiczne - gamma-HCHmg*kg-1,Pojemność sorpcyjna gleby (T)cmol(+)*kg-1,Potas przyswajalnymg K2O*100g-1,Potas wymienny (K+)cmol(+)*kg-1,Potas%,Przewodnictwo elektryczne właściwemS*m-1,Próchnica%,RadioaktywnośćBq*kg-1,RtecHg mg*kg-1,Siarka przyswajalnamg S-SO4*100g-1,Siarka%,Stosunek C/Nnan,StrontSr mg*kg-1,Suma kationów wymiennych (S)cmol(+)*kg-1,Sód wymienny (Na+)cmol(+)*kg-1,Sód%,WWA - antracenµg*kg-1,WWA - benzo(a)antracenµg*kg-1,WWA - benzo(a)fluorantenµg*kg-1,WWA - benzo(a)pirenµg*kg-1,WWA - benzo(b)fluorantenµg*kg-1,WWA - benzo(ghi)perylenµg*kg-1,WWA - benzo(k)fluorantenµg*kg-1,WWA - chryzenµg*kg-1,"WWA - dibenzo(a,h)antracenµg*kg-1",WWA - fenantrenµg*kg-1,WWA - fluorantenµg*kg-1,WWA - fluorenµg*kg-1,"WWA - indeno(1,2,3-cd)pirenµg*kg-1",WWA - naftalenµg*kg-1,WWA - pirenµg*kg-1,WanadV mg*kg-1,Wapń wymianny (Ca2+)cmol(+)*kg-1,Wapń%,Wielopierscieniowe weglowodory aromatyczne suma 13 WWAµg*kg-1,Wysycenie kompleksu sorpcyjnego kationami zasadowymi (V)%,Węgiel organiczny%,Węglany (CaCO3)%,Zasoleniemg KCl*100g-1,Żelazo%
395,2015,2.92,10.78,7.44,0.11,51,9,40,50.0,0.46,14.4,31.1,20.4,0.05,,0.84,0.1,4.96,,1.43,17.2,6.5,6.1,0.45,0.15,400,7.7,11.8,6.9,6.4,9.9,73,17,10,"<0,001","<0,001","<0,001",0.022,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",9.98,21.0,0.66,0.17,9.47,1.62,862,0.01,2.19,0.019,8.6,8.7,8.55,0.05,0.009,4.7,6.5,5.5,8.2,5.2,5.5,4.9,6.1,3.4,9.5,10.8,4.2,6.4,4.8,9.5,19.2,7.38,0.22,84.9,85.67,0.94,0.08,25.0,1.11
395,2020,3.38,2.4,25.5,0.1,34,20,46,57.3,"<2,00",15.3,24.8,12.2,0.035,"<0,0022",0.38,"<0,50",5.17,0.07,0.9,20.3,"<10,00",4.9,0.6,0.07,398,3.72,11.4,7.8,7.3,9.41,60,27,13,,,,,,,,,,,18.1,8.3,0.34,0.07,11.74,2.37,621,"<0,100",3.6,0.016,13.7,12,13.04,"<0,10",0.003,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",19.2,12.1,0.04,"<25,0",72.04,1.37,0.03,31,0.49
397,1995,,,,0.08,57.0,4.0,39.0,68.7,0.43,12.2,31.5,10.4,0.046,0.65,1.16,0.23,3.01,0.81,4.8,20.3,7.8,6.4,0.52,0.18,443.0,8.0,9.2,5.7,4.6,10.7,,,7.0,,,,,,,,,,,9.35,4.7,0.23,0.17,3.26,1.71,734.0,,1.0,0.029,12.4,16.1,4.55,0.06,0.012,,,,,,,,,,,,,,,,20.0,3.74,0.24,384.0,48.66,0.99,,8.4,1.03
397,2000,,,,0.075,53.0,5.0,42.0,58.1,0.33,11.0,36.7,8.2,0.058,0.47,0.88,0.23,4.29,0.63,4.43,17.2,6.2,8.8,0.64,0.13,557.0,6.8,8.2,6.0,4.8,11.5,,,7.0,,,,,,,,,,,9.69,6.6,0.28,0.14,2.8,1.85,675.0,,0.75,0.029,14.3,14.3,5.26,0.1,0.007,,,,,,,,,,,,,,,,23.3,4.24,0.21,272.0,54.28,1.07,,7.4,0.92
397,2005,,,,0.072,54.0,5.0,41.0,52.7,0.36,12.7,38.5,117.0,0.118,,0.84,0.27,4.34,,1.5,21.4,5.9,10.5,0.92,0.13,442.0,7.5,10.9,6.8,5.9,9.6,,,4.0,,,,,,,,,,,9.8,31.8,0.79,0.19,4.2,1.67,739.0,,1.25,0.026,13.4,22.5,8.3,0.05,0.012,,,,,,,,,,,,,,,,21.5,6.54,0.3,483.0,84.69,0.97,,11.0,1.04
397,2010,,,,0.123,53.0,6.0,41.0,46.2,0.35,10.0,42.4,155.0,0.122,,0.59,0.2,4.35,,2.33,14.9,4.1,8.8,0.91,0.12,481.0,7.4,8.9,7.2,6.4,12.4,81.0,16.0,3.0,,,,,,,,,,,11.59,32.1,0.91,0.13,8.27,1.9,750.0,,1.2,0.027,8.9,20.8,9.26,0.08,0.006,,,,,,,,,,,,,,,,12.3,7.37,0.32,417.0,79.89,1.1,0.08,21.83,0.85
397,2015,2.5,10.75,33.21,0.13,60,5,35,46.3,0.36,11.3,41.9,156.6,0.12,,0.59,0.19,4.25,,1.65,17.6,5.1,5.2,0.58,0.11,497,7.2,9.0,6.6,6.1,14.1,75,20,5,"<0,001","<0,001","<0,001",0.028,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",9.46,27.7,0.57,0.14,14.61,1.67,714,0.03,1.6,0.019,7.5,24.1,7.81,0.04,0.009,7.1,16.3,7.0,18.8,24.3,16.2,9.8,16.0,8.6,17.6,26.3,5.4,19.1,6.8,21.6,14.8,6.63,0.31,207.3,82.56,0.97,,38.57,0.81
397,2020,2.61,14.2,36.3,0.16,34,23,43,50,"<2,00",11.4,24.7,14,0.047,"<0,0022",0.62,"<0,50",4.33,0.12,2.9,17.7,"<10,00",6.1,0.48,0.15,504,5.59,8.92,6.7,6.4,12.2,65,30,5,,,,,,,,,,,13.5,19.5,0.35,0.11,8.71,6.94,612,0.171,3.1,0.014,25.19,14.2,7.73,"<0,10",0.004,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",14.1,6.9,0.18,"<25,0",57.26,4.03,0.05,23,0.91
399,1995,,,,0.042,59.0,8.0,33.0,60.3,0.5,14.0,30.6,14.8,0.046,0.19,1.51,0.16,3.33,0.33,3.38,20.9,8.1,10.2,1.02,0.19,332.0,8.8,11.3,6.1,4.9,9.4,,,8.0,,,,,,,,,,,9.67,15.6,0.47,0.24,3.52,1.45,787.0,,1.38,0.026,20.0,16.2,6.29,0.06,0.012,,,,,,,,,,,,,,,,26.7,4.74,0.19,1295.0,65.05,0.84,,9.1,1.31
399,2000,,,,0.054,53.0,15.0,32.0,59.7,0.53,16.0,35.0,10.7,0.046,0.0,1.34,0.23,4.04,0.04,1.48,21.8,9.5,12.8,1.23,0.21,342.0,9.7,13.6,7.2,6.0,10.8,,,11.0,,,,,,,,,,,10.22,13.2,0.38,0.17,2.6,1.64,787.0,,1.0,0.028,17.6,13.0,8.74,0.1,0.009,,,,,,,,,,,,,,,,30.7,7.03,0.24,748.0,85.52,0.95,,6.8,1.33
399,2005,,,,0.052,60.0,8.0,32.0,56.7,0.38,13.2,27.0,13.6,0.056,0.05,1.29,0.18,3.87,0.19,3.15,24.0,5.8,11.6,1.06,0.17,367.0,8.8,10.6,6.8,5.7,10.3,,,8.0,,,,,,,,,,,10.82,15.4,0.35,0.18,3.7,2.04,751.0,,1.38,0.025,22.7,15.8,7.67,0.02,0.014,,,,,,,,,,,,,,,,23.9,6.24,0.25,854.0,70.89,1.18,,9.8,1.04
399,2010,,,,0.115,56.0,6.0,38.0,47.8,0.36,10.7,30.0,10.6,0.049,,0.64,0.16,4.11,,2.58,14.7,4.2,6.5,0.5,0.12,413.0,7.0,9.0,6.6,5.6,10.8,79.0,17.0,4.0,,,,,,,,,,,9.38,4.5,0.15,0.12,4.9,1.9,764.0,,0.88,0.017,9.6,12.9,6.8,0.11,0.007,,,,,,,,,,,,,,,,12.9,6.03,0.21,392.0,72.5,1.1,,12.93,0.87
399,2015,2.42,7.72,63.68,0.12,59,10,31,40.8,0.35,10.8,24.9,19.3,0.05,,0.56,0.15,3.83,,1.65,15.2,4.4,6.9,0.19,0.11,362,6.9,8.6,6.5,6.0,10.8,74,21,5,"<0,001","<0,001","<0,001",0.114,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",10.06,5.9,0.81,0.08,18.51,1.64,1073,0.04,1.3,0.017,7.9,12.8,8.41,0.08,0.004,5.8,20.0,7.1,23.5,33.7,18.3,12.7,22.9,4.9,97.3,36.9,5.6,22.9,8.8,31.8,13.7,7.34,0.2,336.2,83.6,0.95,,48.87,0.8
399,2020,3.32,3.1,21,0.1,44,21,35,57.7,"<2,00",14.2,29.8,28.2,0.036,0.01,0.3,"<0,50",5.06,0.14,"<0,75",17.63,"<10,00",3.7,0.4,0.03,560,6.73,10.1,7.4,7.2,15,62,28,10,,,,,,,,,,,16.1,11.5,0.38,0.02,6.44,6.55,655,"<0,100","<1,00",0.012,38,11.4,10.08,"<0,10",0.001,"<25,0",29,31,29,"<25,0","<25,0",28,34,"<25,0","<25,0",49,"<25,0",26,31,39,17.5,9.3,0.02,234,62.61,3.8,0.04,17,0.29
401,1995,,,,0.078,57.0,7.0,36.0,65.7,0.43,14.3,41.7,59.5,0.057,,1.48,0.21,3.24,,0.75,20.3,8.8,13.6,1.41,0.26,428.0,10.2,12.2,7.7,6.9,19.1,,,8.0,,,,,,,,,,,15.0,8.5,0.37,0.25,13.73,1.57,827.0,,1.5,0.025,11.7,22.4,14.25,0.1,0.017,,,,,,,,,,,,,,,,26.7,12.37,0.52,333.0,95.0,0.91,0.29,35.4,1.25
401,2000,,,,0.06,56.0,10.0,34.0,66.0,0.4,13.8,38.0,46.2,0.061,,1.19,0.24,4.02,,0.6,21.0,7.2,12.0,1.29,0.26,388.0,9.5,10.5,8.2,7.2,18.3,,,11.0,,,,,,,,,,,16.19,11.6,0.43,0.2,16.0,1.51,736.0,,1.3,0.02,14.5,26.2,15.59,0.1,0.013,,,,,,,,,,,,,,,,30.0,13.77,0.6,162.0,96.29,0.87,0.4,42.2,0.97
401,2005,,,,0.064,61.0,7.0,32.0,70.3,0.33,12.5,36.0,38.6,0.06,,0.99,0.23,4.89,,0.9,19.8,5.4,10.7,0.98,0.23,398.0,9.4,9.7,7.6,6.8,16.3,,,7.0,,,,,,,,,,,15.63,14.8,0.42,0.17,11.1,1.62,771.0,,1.38,0.021,14.7,20.2,14.73,0.1,0.017,,,,,,,,,,,,,,,,29.9,13.23,0.53,201.0,94.24,0.94,0.28,29.3,0.92
401,2010,,,,0.102,61.0,13.0,26.0,38.7,0.3,8.9,24.6,23.0,0.048,,0.53,0.12,3.4,,1.5,12.9,3.1,5.6,0.46,0.09,315.0,8.6,7.5,6.6,6.1,8.9,68.0,29.0,3.0,,,,,,,,,,,8.6,25.0,0.61,0.15,7.46,1.53,632.0,,0.97,0.013,8.7,8.7,7.1,0.06,0.005,,,,,,,,,,,,,,,,10.1,5.97,0.18,226.1,82.55,0.89,,19.7,0.72
401,2015,1.77,9.54,1.38,0.11,68,11,21,35.0,0.3,8.8,21.5,21.1,0.04,,0.46,0.11,3.13,,1.95,14.0,3.7,4.1,0.35,0.08,286,6.0,7.2,6.4,5.7,7.6,63,32,5,"<0,001","<0,001","<0,001",0.017,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",9.13,14.2,0.42,0.1,8.35,1.55,723,0.02,0.45,0.016,8.2,8.6,7.18,0.03,0.006,7.3,12.6,6.9,15.3,7.5,9.8,8.3,12.9,4.2,104.0,27.1,9.8,11.5,12.3,23.0,10.7,6.38,0.17,253.2,78.64,0.9,,22.04,0.63
401,2020,2.1,2.4,32.4,0.11,51,20,29,41.9,"<2,00",10.3,18.6,19.5,0.023,"<0,0022",0.91,"<0,50",3.48,0.1,2.6,16.35,"<10,00",4.1,0.65,0.17,309,2.8,7.55,6.9,5.7,8.11,66,28,6,,,,,,,,,,,12.8,24.4,0.67,0.14,8.33,1.71,577,"<0,100",4.7,0.017,9,"<10,00",6.92,"<0,10",0.004,"<25,0",28,"<25,0",27,35,"<25,0","<25,0","<25,0","<25,0","<25,0",37,"<25,0",26,"<25,0",29,12,5.6,0.14,182,54.06,0.99,0.68,22,1.06
403,1995,,,,0.1,50.0,6.0,44.0,59.0,0.4,17.0,65.0,28.0,0.057,,1.58,0.19,3.95,,0.75,16.3,9.4,11.6,1.41,0.29,385.0,10.8,14.3,7.6,6.8,9.1,,,14.0,,,,,,,,,,,30.84,40.1,1.36,0.3,19.36,2.59,687.0,,1.75,0.037,15.0,26.6,30.09,0.18,0.013,,,,,,,,,,,,,,,,33.3,27.14,1.02,538.0,97.57,1.5,1.3,49.8,1.41
403,2000,,,,0.104,54.0,6.0,40.0,59.3,0.46,14.8,71.7,26.2,0.061,,1.34,0.28,5.07,,1.05,16.3,8.7,10.8,1.1,0.21,413.0,10.2,12.2,7.4,6.8,12.0,,,12.0,,,,,,,,,,,28.59,32.8,0.88,0.24,17.7,2.42,787.0,,2.05,0.028,13.5,19.8,27.54,0.13,0.009,,,,,,,,,,,,,,,,33.0,25.43,1.21,202.0,96.33,1.4,0.98,46.7,1.18
403,2005,,,,0.089,54.0,5.0,41.0,60.1,0.43,16.9,70.7,21.8,0.07,,1.17,0.23,5.23,,0.89,20.3,7.3,10.2,0.94,0.18,385.0,11.5,14.6,7.0,6.4,9.3,,,11.0,,,,,,,,,,,31.17,45.6,1.11,0.24,12.0,2.29,771.0,,1.88,0.025,14.8,19.4,30.28,0.11,0.013,,,,,,,,,,,,,,,,29.0,28.12,1.12,269.0,97.14,1.32,,31.6,1.27
403,2010,,,,0.154,54.0,6.0,40.0,50.7,0.43,12.0,29.5,22.4,0.056,,0.73,0.16,4.72,,1.28,12.4,5.9,9.9,0.86,0.16,392.0,10.3,11.4,7.5,6.8,14.5,77.0,15.0,8.0,,,,,,,,,,,13.88,21.1,0.54,0.14,10.94,2.53,803.0,,1.27,0.022,9.5,17.3,12.6,0.07,0.005,,,,,,,,,,,,,,,,15.2,11.12,0.39,203.0,90.78,1.47,0.12,28.88,1.08
403,2015,1.77,9.83,35.81,0.15,59,4,37,34.9,0.3,8.8,21.5,17.9,0.05,,0.46,0.11,3.13,,1.8,14.0,3.7,8.0,0.31,0.08,286,6.0,7.2,6.7,6.0,7.6,74,17,9,"<0,001","<0,001","<0,001",0.019,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",15.24,11.6,0.89,0.1,12.98,2.77,788,0.02,0.52,0.021,10.7,8.6,13.44,0.04,0.006,4.3,8.8,5.5,10.6,5.6,7.9,6.1,9.1,2.9,18.9,15.8,4.0,8.8,7.7,13.9,10.7,12.2,0.17,116.8,88.19,1.61,,34.27,0.63
403,2020,4.38,5.9,35.9,0.16,44,16,40,61.4,"<2,00",18.7,29.3,13.5,0.048,0.08,0.42,"<0,50",5.58,0.3,1.2,21.58,"<10,00",10.7,1.18,0.05,319,10.1,15.1,7.5,6.8,10.5,64,22,14,,,,,,,,,,,20.2,19.2,0.49,0.03,12.5,4.17,674,"<0,100",4,0.016,15.13,18.6,16.37,"<0,10",0.001,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",23.3,14.7,0.01,"<25,0",81.04,2.42,0.03,33,0.38
405,1995,,,,0.111,45.0,10.0,45.0,71.7,0.5,17.2,80.0,72.5,0.131,,1.6,0.67,5.73,,1.8,17.9,6.5,14.2,1.36,0.26,865.0,11.3,12.2,7.0,6.3,24.7,,,8.0,,,,,,,,,,,14.52,29.7,0.85,0.19,18.51,2.39,1016.0,,1.54,0.035,12.5,17.7,12.72,0.13,0.01,,,,,,,,,,,,,,,,39.3,10.38,0.34,784.0,87.6,1.39,,48.9,1.57
405,2000,,,,0.122,47.0,10.0,43.0,80.0,0.57,16.2,78.3,69.0,0.151,,1.31,0.67,6.88,,1.95,20.1,8.4,12.1,1.08,0.23,847.0,11.0,11.8,7.2,6.4,25.6,,,5.0,,,,,,,,,,,13.53,24.9,0.72,0.17,15.5,2.54,911.0,,1.75,0.029,12.0,19.4,11.58,0.1,0.009,,,,,,,,,,,,,,,,35.3,9.68,0.31,396.0,85.59,1.47,,40.9,1.42
405,2005,,,,0.101,50.0,9.0,41.0,70.4,0.47,14.9,82.5,50.4,0.132,,1.39,0.45,6.43,,2.25,15.4,8.0,12.6,1.25,0.2,892.0,10.4,9.3,6.7,6.1,27.3,,,4.0,,,,,,,,,,,13.24,18.9,0.55,0.15,16.6,2.03,782.0,,1.25,0.03,11.7,14.4,10.99,0.08,0.01,,,,,,,,,,,,,,,,38.6,9.11,0.27,606.0,83.01,1.18,,43.6,1.32
405,2010,,,,0.135,55.0,6.0,39.0,81.7,0.52,16.7,98.0,33.4,0.144,0.05,0.97,0.46,5.26,0.19,4.05,16.3,7.3,11.8,0.77,0.15,518.0,15.9,12.0,6.7,5.0,25.0,76.0,19.0,5.0,,,,,,,,,,,10.84,8.1,0.22,0.13,9.2,2.31,853.0,,1.74,0.029,9.9,15.0,6.79,0.09,0.023,,,,,,,,,,,,,,,,25.4,5.71,0.18,1898.5,62.63,1.34,0.04,24.29,1.43
405,2015,6.05,6.96,12.95,0.1,50,7,43,126.7,0.49,17.3,69.3,7.7,0.06,1.03,0.97,0.46,7.38,1.38,5.7,12.4,7.2,8.3,0.45,0.17,468,11.7,14.1,4.4,3.6,24.6,76,16,8,"<0,001","<0,001","<0,001",0.009,0.001,"<0,001",0.001,"<0,001","<0,001","<0,001",10.38,22.7,0.86,0.13,9.26,1.67,976,0.04,1.18,0.019,9.7,12.3,4.68,0.05,0.004,14.6,35.2,10.1,46.8,73.5,45.0,25.0,44.0,20.3,58.8,86.9,11.7,51.9,15.5,68.6,25.1,3.32,0.13,582.3,45.07,0.97,,24.45,1.47
405,2020,4.98,2.3,2.3,0.04,24,14,62,56.2,"<2,00",20.2,70.5,2.2,0.038,"<0,0022",0.95,"<0,50",8.3,0.07,0.9,19.07,11.3,25.6,3.93,0.15,411,8.73,16.8,8,7.4,19.9,70,18,12,,,,,,,,,,,16.1,7,0.29,0.14,11.36,2.05,602,"<0,100",12.7,0.013,29.75,13.8,12.28,0.16,0.004,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",25,7.9,0.25,"<25,0",76.27,1.19,0.07,30,0.98
407,1995,,,,0.102,35.0,10.0,55.0,74.3,0.63,20.8,81.7,36.0,0.098,,2.33,0.59,3.29,,2.03,21.7,16.2,9.4,1.58,0.33,437.0,21.7,17.2,6.7,5.6,21.1,,,14.0,,,,,,,,,,,16.12,26.8,0.68,0.43,9.51,2.64,860.0,,0.95,0.026,15.0,23.1,14.09,0.1,0.013,,,,,,,,,,,,,,,,46.7,11.73,0.37,607.0,87.41,1.53,,25.1,2.18
407,2000,,,,0.123,30.0,13.0,57.0,80.8,0.8,23.7,96.6,40.0,0.093,,2.65,0.72,3.79,,1.75,19.0,15.7,11.0,1.39,0.29,418.0,24.2,18.3,6.9,5.9,20.0,,,12.0,,,,,,,,,,,14.85,30.4,0.68,0.34,11.6,2.86,739.0,,1.0,0.023,13.5,23.0,13.1,0.06,0.016,,,,,,,,,,,,,,,,46.7,10.97,0.3,902.0,88.22,1.66,,30.6,2.23
407,2005,,,,0.132,31.0,9.0,60.0,69.3,0.56,18.3,89.9,40.7,0.103,,2.9,0.63,3.5,,1.43,20.6,17.1,7.6,1.05,0.23,500.0,26.3,16.3,7.0,6.0,22.9,,,13.0,,,,,,,,,,,14.49,23.4,0.67,0.38,16.9,2.46,872.0,,0.75,0.03,10.8,29.7,13.06,0.1,0.011,,,,,,,,,,,,,,,,48.9,11.24,0.24,626.0,90.13,1.43,,44.6,2.08
407,2010,,,,0.177,37.0,7.0,56.0,54.0,0.58,17.7,98.3,22.1,0.093,,1.02,0.58,8.36,,2.4,13.0,8.5,17.7,0.9,0.19,586.0,16.2,15.8,7.1,5.9,31.9,76.0,14.0,10.0,,,,,,,,,,,14.15,20.6,0.54,0.13,6.57,2.88,802.0,,0.74,0.029,9.4,12.1,11.75,0.14,0.008,,,,,,,,,,,,,,,,25.4,10.17,0.27,547.5,83.04,1.67,0.04,17.35,2.09
407,2015,7.04,9.64,9.93,0.16,45,9,46,55.6,0.51,18.2,85.9,15.8,0.09,0.16,1.1,0.58,7.9,0.35,3.45,9.9,8.5,15.5,0.48,0.19,506,14.2,14.6,6.0,5.2,29.7,75,19,6,"<0,001","<0,001","<0,001",0.061,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",13.83,22.7,1.79,0.16,7.23,2.79,763,0.06,0.95,0.031,10.1,12.6,10.38,0.06,0.007,7.9,39.0,7.9,41.5,69.9,34.0,23.7,51.6,9.4,175.1,88.6,4.8,38.7,8.5,70.2,25.7,8.06,0.26,654.2,75.06,1.62,,19.09,1.67
407,2020,7.98,2.4,56.7,0.18,34,47,19,61.6,"<2,00",21.6,79.7,21.8,0.037,"<0,0022",0.95,0.65,8.21,0.09,2.3,20.43,14.2,14.4,1.75,0.12,611,12.3,14.3,7,6.4,30.5,36,59,5,,,,,,,,,,,19.1,7.4,0.52,0.13,7.2,6.36,718,"<0,100",3,0.023,20.5,19.1,17.47,"<0,10",0.003,"<25,0",25,34,"<25,0","<25,0","<25,0","<25,0",34,"<25,0",26,68,"<25,0",40,"<25,0",51,29,15.2,0.13,244,91.47,3.69,0.04,19,0.95
409,1995,,,,0.127,40.0,10.0,50.0,45.7,0.37,14.3,73.3,16.2,0.082,0.59,1.44,0.77,2.56,0.84,5.48,15.4,7.5,4.4,0.43,0.19,287.0,8.8,9.2,5.3,4.1,27.2,,,11.0,,,,,,,,,,,10.87,16.4,0.53,0.19,5.54,2.37,869.0,,1.88,0.024,10.8,11.3,5.39,0.06,0.007,,,,,,,,,,,,,,,,39.3,4.37,0.13,720.0,49.59,1.37,,14.6,1.17
409,2000,,,,0.125,40.0,6.0,54.0,49.0,0.47,13.3,71.7,13.3,0.089,0.04,1.27,0.97,3.32,0.18,3.21,18.4,10.1,6.3,0.64,0.17,300.0,8.5,8.2,6.2,5.0,28.3,,,10.0,,,,,,,,,,,9.45,15.3,0.53,0.16,6.0,2.22,774.0,,1.75,0.02,10.3,13.5,6.24,0.06,0.008,,,,,,,,,,,,,,,,36.7,5.01,0.14,475.0,66.03,1.29,,15.8,1.17
409,2005,,,,0.115,40.0,5.0,55.0,41.9,0.33,12.0,76.5,12.8,0.092,0.02,1.16,0.82,2.66,0.14,3.4,13.9,6.9,5.7,0.62,0.13,240.0,7.5,8.6,5.9,5.1,31.2,,,7.0,,,,,,,,,,,9.61,22.6,0.67,0.12,8.8,1.93,837.0,,1.53,0.02,9.7,10.3,6.21,0.05,0.008,,,,,,,,,,,,,,,,36.0,4.87,0.16,657.0,64.62,1.12,,23.3,1.09
409,2010,,,,0.113,44.0,4.0,52.0,45.3,0.4,15.0,119.3,13.0,0.087,0.11,1.0,0.89,4.18,0.23,3.53,14.0,7.3,17.2,0.86,0.15,322.0,9.4,9.7,6.6,5.3,34.7,82.0,12.0,6.0,,,,,,,,,,,10.17,18.4,0.55,0.12,6.89,2.29,844.0,,1.44,0.018,11.8,7.2,6.64,0.12,0.008,,,,,,,,,,,,,,,,24.2,5.11,0.14,1135.3,65.28,1.33,,18.2,1.2
409,2015,5.21,9.46,"<1,00",0.13,52,5,43,46.7,0.36,14.9,108.3,10.8,0.08,0.23,0.99,1.01,3.7,0.42,3.68,9.9,6.3,13.3,0.2,0.14,253,8.2,9.5,5.8,5.0,32.8,79,16,5,"<0,001","<0,001","<0,001",0.004,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",9.53,7.9,1.28,0.11,6.51,2.26,545,0.06,1.23,0.023,10.1,8.3,5.85,0.15,0.009,11.7,43.9,11.8,51.8,86.6,57.6,33.8,54.8,18.6,55.1,68.2,3.3,64.0,12.6,53.4,21.9,4.22,0.15,602.8,61.37,1.31,,17.19,1.01
409,2020,5.36,2.4,46.4,0.14,26,32,42,46.1,"<2,00",16.5,70.3,23.9,0.042,"<0,0022",0.74,0.7,4.01,0.14,2.4,17.04,10.5,10.7,1.18,0.12,322,10.7,8.77,7.3,7,29.7,52,41,7,,,,,,,,,,,17,20.3,0.62,0.11,15.53,3.43,670,"<0,100",9.3,0.021,14.21,10.8,14.26,0.46,0.005,"<25,0",52,72,69,"<25,0",77,62,65,"<25,0",27,107,"<25,0",113,"<25,0",90,22.6,12,0.15,662,83.88,1.99,0.06,41,0.87
411,1995,,,,0.167,39.0,13.0,48.0,110.3,0.57,19.8,266.7,53.5,0.117,,2.0,1.6,4.47,,1.05,18.3,12.9,9.2,1.12,0.29,620.0,20.2,12.5,7.3,6.6,46.1,,,9.0,,,,,,,,,,,24.01,25.5,0.9,0.26,16.17,3.74,674.0,,1.5,0.037,13.0,29.9,22.96,0.18,0.017,,,,,,,,,,,,,,,,40.0,20.76,0.97,1947.0,95.63,2.17,1.29,42.7,1.73
411,2000,,,,0.19,37.0,13.0,50.0,137.8,0.6,21.0,308.0,70.5,0.122,,1.46,1.79,5.74,,1.05,18.1,12.6,11.0,1.35,0.25,580.0,23.8,12.2,7.5,6.7,50.8,,,7.0,,,,,,,,,,,25.65,42.2,1.15,0.21,22.8,4.17,807.0,,1.7,0.038,12.7,33.8,24.6,0.13,0.015,,,,,,,,,,,,,,,,38.3,21.97,1.09,2104.0,95.91,2.42,1.5,60.2,1.69
411,2005,,,,0.179,38.0,16.0,46.0,103.7,0.59,21.5,249.5,142.0,0.204,,1.44,1.65,5.93,,1.18,16.4,10.3,12.1,1.18,0.19,590.0,26.1,10.6,7.1,6.3,48.4,,,6.0,,,,,,,,,,,22.84,26.2,0.61,0.16,21.1,4.25,828.0,,1.31,0.043,13.7,25.3,21.66,0.15,0.015,,,,,,,,,,,,,,,,39.3,19.72,0.86,2115.0,94.83,2.46,1.25,55.8,1.8
