point_id,year,As [mg*kg-1],Ba [mg*kg-1],Be [mg*kg-1],Cd [mg*kg-1],Co [mg*kg-1],Cr [mg*kg-1],Cu [mg*kg-1],Hg [mg*kg-1],La [mg*kg-1],Li [mg*kg-1],Mn [mg*kg-1],Ni [mg*kg-1],Pb [mg*kg-1],Sr [mg*kg-1],V [mg*kg-1],Zn [mg*kg-1]
119,1995,,28.1,0.23,0.16,1.71,6.8,4.7,,8.7,4.8,128,4.5,9.5,10.5,9.3,19.2
119,2000,,27.7,0.2,0.19,1.89,8.8,4.0,,8.6,4.4,143,3.3,8.8,10.2,8.7,16.2
119,2005,,23.8,0.16,0.16,2.13,6.2,3.7,,6.7,3.4,109,3.7,10.0,8.9,8.3,15.0
119,2010,,19.8,0.16,0.11,1.78,4.9,3.6,,7.6,2.1,150,3.8,11.2,5.2,6.8,18.9
119,2015,2.16,24.4,0.15,0.11,1.82,6.1,3.9,0.01,7.9,2.0,151.0,3.9,11.7,6.2,8.2,14.7
119,2020,2.43,21.6,"<2,00","<0,50",1.77,6.59,2.7,"<0,100",7.53,"<10,00",113,3.47,9.6,"<10,00",8.5,13.7
121,1995,,40.0,0.3,0.07,3.13,10.0,5.5,,10.4,4.3,197,5.5,7.7,8.5,16.7,19.3
121,2000,,37.0,0.33,0.13,3.28,12.3,6.5,,9.6,5.8,205,6.0,6.4,7.2,13.3,18.8
121,2005,,32.5,0.26,0.09,3.0,10.1,6.1,,9.7,5.3,187,6.7,9.3,6.6,13.4,20.2
121,2010,,30.3,0.29,0.1,3.27,8.9,6.6,,8.6,3.7,233,7.6,8.8,4.7,11.0,26.9
121,2015,2.05,29.9,0.23,0.1,2.78,9.0,6.0,0.01,8.7,3.0,260.0,6.1,7.5,5.3,10.7,18.3
121,2020,1.88,24.7,"<2,00","<0,50",2.26,7.71,5.02,"<0,100",8.36,"<10,00",208,4.49,7.08,"<10,00",8.88,20
123,1995,,38.3,0.2,0.17,2.17,6.5,4.2,,8.8,2.0,283,3.7,10.9,7.0,5.0,18.8
123,2000,,34.0,0.17,0.19,1.83,5.8,3.7,,7.6,3.0,300,3.0,9.6,6.0,6.1,20.0
123,2005,,40.6,0.33,0.14,2.02,6.6,4.4,,10.0,4.0,274,3.6,11.9,7.2,8.4,21.0
123,2010,,32.6,0.19,0.23,2.21,6.2,3.7,,7.4,2.2,306,5.3,10.3,9.1,8.7,22.9
123,2015,2.23,28.1,0.24,0.22,2.54,7.2,4.3,0.01,7.6,4.1,284.0,6.2,10.5,9.4,10.0,22.1
123,2020,2.55,34.8,"<2,00","<0,50",2.81,9.75,5.04,"<0,100",6.78,"<10,00",337,6.47,13.8,12.4,13.4,25.5
125,1995,,60.7,0.43,0.2,2.43,12.8,10.0,,12.3,7.2,282,8.2,9.9,16.2,21.7,30.2
125,2000,,54.7,0.43,0.23,3.09,12.2,8.5,,10.9,8.0,303,7.7,9.6,12.9,20.0,26.8
125,2005,,48.8,0.36,0.17,2.94,10.5,10.0,,9.7,5.9,275,9.1,10.4,10.8,16.0,22.5
125,2010,,45.9,0.35,0.19,2.95,9.9,8.5,,9.3,4.7,255,7.9,10.0,10.7,11.7,24.7
125,2015,3.52,40.6,0.44,0.15,3.35,13.0,8.9,0.03,11.1,8.5,251.0,8.8,9.0,10.9,15.6,22.3
125,2020,4.48,55.4,"<2,00","<0,50",3.85,15.3,7.37,"<0,100",14.03,10.7,308,9.67,13.9,19.1,17.6,27.6
127,1995,,16.7,0.1,0.11,0.45,3.5,3.7,,3.8,1.9,31,2.8,6.8,3.7,6.5,18.5
127,2000,,20.2,0.1,0.17,0.63,4.5,2.8,,4.3,2.2,38,1.7,6.5,4.3,6.7,18.1
127,2005,,13.3,0.1,0.16,0.4,3.9,2.6,,2.9,1.5,30,1.7,6.3,4.1,4.3,14.9
127,2010,,12.0,0.07,0.06,0.42,2.4,2.9,,2.9,0.9,21,1.5,7.0,1.9,3.1,14.6
127,2015,1.16,15.9,0.06,0.05,0.49,3.1,3.1,0.01,3.5,0.8,27.0,1.5,6.7,2.5,3.6,11.3
127,2020,1.37,10.6,"<2,00","<0,50","<1,00",2.92,2.32,"<0,100",3.32,"<10,00",17.1,"<2,00",6.47,"<10,00",3.63,7.43
129,1995,,42.3,0.33,0.2,2.93,10.8,6.0,,9.8,8.5,188,5.7,9.2,12.1,17.3,25.0
129,2000,,46.0,0.4,0.19,3.09,11.0,5.7,,10.9,8.3,177,7.1,10.1,11.0,20.0,24.3
129,2005,,45.5,0.31,0.12,3.16,9.9,5.0,,7.9,7.6,186,5.0,9.0,9.1,17.4,27.9
129,2010,,31.7,0.32,0.14,2.61,9.5,5.4,,8.9,4.1,178,6.4,9.4,7.7,11.9,30.2
129,2015,1.95,34.0,0.27,0.12,2.32,10.7,5.5,0.03,10.4,3.5,151.0,5.9,8.0,8.3,12.6,22.9
129,2020,1.6,10,"<2,00","<0,50",1.11,4.12,5.9,0.176,6.9,"<10,00",122,2.5,6.27,"<10,00",6.97,18.9
131,1995,,57.7,0.47,0.23,2.07,13.3,9.8,,13.9,11.4,127,8.8,15.7,15.6,25.0,26.8
131,2000,,58.6,0.43,0.25,2.55,13.7,10.7,,15.6,10.6,112,7.5,16.3,16.5,26.7,25.7
131,2005,,52.2,0.47,0.25,2.53,10.5,12.3,,14.8,10.5,117,9.6,12.3,13.1,19.1,32.1
131,2010,,34.1,0.27,0.17,2.86,7.8,7.1,,10.2,3.9,285,5.1,13.4,5.9,11.3,30.9
131,2015,2.04,30.5,0.27,0.12,2.69,8.0,5.9,0.02,9.8,4.6,269.0,5.2,9.9,6.0,11.9,28.3
131,2020,2.18,32.2,"<2,00","<0,50",2.79,9.1,4.06,"<0,100",12.86,"<10,00",253,5.01,11.5,"<10,00",12.8,29.8
133,1995,,42.7,0.23,0.24,1.97,6.8,4.8,,6.5,4.9,443,6.5,12.8,8.5,11.7,32.0
133,2000,,44.4,0.2,0.28,1.78,7.7,5.3,,4.9,5.1,495,6.3,10.1,7.1,13.3,36.7
133,2005,,45.7,0.23,0.24,1.56,7.0,4.9,,6.3,4.0,445,7.9,13.5,8.1,10.7,37.8
133,2010,,46.3,0.24,0.23,3.05,7.2,6.1,,5.9,3.9,484,8.7,11.8,6.9,8.6,36.4
133,2015,3.38,44.8,0.33,0.21,3.56,9.8,7.7,0.04,6.3,6.9,466.0,10.4,10.3,7.6,12.2,33.8
133,2020,3.71,53.5,"<2,00","<0,50",3.5,10.6,4.12,"<0,100",8.13,"<10,00",540,9.89,11.4,"<10,00",12.1,33.6
135,1995,,37.3,0.23,0.16,1.4,7.5,3.8,,10.0,5.6,183,5.2,15.9,9.3,11.7,23.8
135,2000,,37.1,0.2,0.19,1.87,7.2,3.7,,11.0,5.8,185,4.4,12.6,10.3,16.0,21.0
135,2005,,31.5,0.26,0.11,1.59,8.3,3.9,,10.0,5.3,164,6.0,10.6,7.2,11.9,23.9
135,2010,,28.8,0.18,0.1,1.53,6.0,3.4,,8.4,2.8,95,4.0,11.7,4.0,7.2,20.1
135,2015,1.93,24.4,0.21,0.09,1.63,6.6,3.8,0.03,7.6,4.8,87.0,4.5,9.4,4.0,8.2,18.5
135,2020,1.7,39.9,"<2,00","<0,50",2.07,7.14,3.98,"<0,100",7.05,"<10,00",289,6.05,11.4,"<10,00",10.1,39.8
137,1995,,36.0,0.2,0.07,1.07,5.2,3.0,,8.1,3.4,327,3.5,11.7,6.8,5.0,27.7
137,2000,,38.3,0.2,0.1,1.9,6.0,3.4,,6.8,4.2,342,3.1,9.8,5.4,6.0,26.8
137,2005,,33.9,0.13,0.09,2.03,5.6,3.3,,8.1,2.8,354,4.7,11.3,4.5,8.8,23.5
137,2010,,26.5,0.18,0.09,1.74,5.1,3.4,,8.0,2.2,358,3.6,11.9,3.2,6.1,26.4
137,2015,1.55,31.6,0.15,0.09,1.7,5.6,3.9,0.01,7.2,2.5,321.0,3.8,8.9,4.0,6.9,24.7
137,2020,1.86,35.6,"<2,00","<0,50",2.21,6.95,4.8,"<0,100",6.12,"<10,00",401,4.61,12.3,"<10,00",8.45,34.8
139,1995,,29.7,0.17,0.09,1.03,5.2,5.8,,7.9,2.8,193,3.5,11.3,7.2,5.0,21.2
139,2000,,25.4,0.13,0.12,1.25,4.8,5.8,,5.9,2.3,187,3.2,10.9,6.7,6.0,19.8
139,2005,,24.1,0.13,0.12,1.03,4.0,6.4,,5.9,2.6,188,3.3,12.6,5.3,6.5,21.3
139,2010,,23.3,0.16,0.1,1.54,4.1,5.2,,6.4,1.7,218,3.4,19.8,3.4,7.3,22.7
139,2015,1.39,25.6,0.13,0.07,1.47,4.5,4.4,0.01,6.5,1.9,217.0,3.3,9.1,3.8,6.8,22.5
139,2020,2.27,24.2,"<2,00","<0,50",1.84,6.21,5.44,"<0,100",5.98,"<10,00",216,4.56,14.5,"<10,00",10.7,19.8
141,1995,,33.7,0.17,0.07,0.93,4.2,3.8,,8.4,3.1,108,2.8,12.0,5.8,5.0,13.7
141,2000,,33.2,0.13,0.07,1.12,4.8,3.0,,6.7,3.2,93,2.7,10.7,5.4,6.0,12.7
141,2005,,26.6,0.07,0.04,1.1,4.6,3.2,,8.7,2.3,86,2.7,10.3,4.3,7.6,12.5
141,2010,,27.3,0.14,0.11,1.19,3.9,2.7,,4.9,1.4,242,2.4,10.3,5.7,4.7,19.4
141,2015,1.18,27.4,0.13,0.05,1.31,4.3,3.5,0.0,5.9,2.0,221.0,2.5,8.2,3.7,5.5,27.2
141,2020,2.27,31.2,"<2,00","<0,50",2.01,10.8,5.12,"<0,100",8.04,"<10,00",117,5.43,7.66,"<10,00",12.6,23.3
143,1995,,39.2,0.3,0.28,3.1,8.5,9.3,,6.5,4.4,197,7.1,25.3,7.6,15.0,48.4
143,2000,,34.8,0.27,0.21,2.72,8.7,10.8,,7.6,4.7,172,6.8,21.2,6.5,13.8,41.7
143,2005,,39.3,0.27,0.22,3.4,9.0,13.6,,10.8,5.5,150,6.7,28.7,7.3,17.5,43.0
143,2010,,41.6,0.34,0.19,2.76,10.8,11.3,,8.4,3.5,302,6.9,20.8,8.0,13.9,42.8
143,2015,2.23,34.9,0.32,0.2,2.16,10.1,7.2,0.04,6.6,3.3,250.0,5.9,14.6,7.8,12.2,38.2
143,2020,2.06,43,"<2,00","<0,50",2.69,11.7,4.89,"<0,100",8.96,"<10,00",266,6.39,13.8,10.9,12.5,37.7
145,1995,,20.2,0.17,0.13,1.44,6.8,4.2,,7.4,7.5,195,3.5,8.9,5.1,13.3,21.2
145,2000,,20.4,0.2,0.13,1.92,7.5,3.8,,5.5,6.8,187,3.7,8.8,5.8,13.3,20.2
145,2005,,28.9,0.17,0.1,1.97,6.5,3.6,,8.0,6.0,172,3.3,8.7,6.4,11.1,24.9
145,2010,,39.5,0.26,0.17,2.05,7.2,9.2,,7.8,3.3,267,5.0,17.7,10.4,12.5,31.6
145,2015,1.66,29.5,0.16,0.08,2.02,6.6,3.5,0.02,7.4,3.3,200.0,3.7,9.2,4.6,8.5,24.8
145,2020,1.65,24.2,"<2,00","<0,50",1.78,5.75,"<2,00","<0,100",7.25,"<10,00",175,2.98,7.81,"<10,00",7.35,19.3
147,1995,,29.4,0.17,0.2,1.71,7.8,5.2,,8.1,6.1,237,4.2,10.7,7.1,13.3,22.7
147,2000,,31.7,0.23,0.23,1.97,8.7,4.8,,6.6,4.8,195,4.6,9.9,7.3,10.7,21.8
147,2005,,30.6,0.3,0.2,1.69,8.6,6.0,,9.4,6.0,267,5.0,10.3,8.4,10.9,24.9
147,2010,,34.2,0.3,0.15,2.61,8.8,4.9,,8.8,3.7,224,5.5,10.1,7.0,10.9,32.0
147,2015,2.69,32.1,0.24,0.13,2.43,8.7,5.4,0.03,8.1,2.9,185.0,5.3,9.4,6.7,9.7,30.6
147,2020,3.37,42.3,"<2,00","<0,50",3.27,14.3,6.02,"<0,100",10.51,"<10,00",223,6.25,12,"<10,00",16.3,35.3
149,1995,,18.1,0.13,0.12,1.28,4.2,1.8,,5.8,2.9,152,3.5,6.5,4.2,6.7,13.5
149,2000,,15.6,0.12,0.12,1.1,4.5,2.0,,4.7,2.5,134,2.8,6.8,3.4,6.7,12.5
149,2005,,13.7,0.13,0.09,1.13,4.0,3.1,,4.8,2.8,127,2.7,5.3,4.8,6.0,15.2
149,2010,,19.0,0.13,0.08,1.18,3.6,2.2,,5.0,1.8,111,2.2,7.7,4.0,4.9,15.6
149,2015,1.56,18.9,0.09,0.06,1.07,3.3,2.4,0.02,4.6,1.3,102.0,2.0,8.7,3.2,4.5,13.1
149,2020,2.78,18.7,"<2,00","<0,50","<1,00",4.11,6.52,"<0,100",6.85,"<10,00",98,2.62,11.9,"<10,00",6.87,19.4
151,1995,,139.0,0.57,0.43,5.82,19.0,14.8,,10.4,10.8,1483,21.2,26.8,18.8,34.7,71.7
151,2000,,149.0,0.7,0.44,7.03,18.3,15.5,,9.4,11.4,1510,23.0,25.5,16.8,36.0,73.7
151,2005,,130.5,0.49,0.43,7.89,18.7,12.6,,9.1,8.9,1438,19.6,28.3,14.7,34.9,70.2
151,2010,,125.7,0.65,0.28,6.64,18.1,15.3,,10.2,8.1,1495,19.5,24.2,13.2,21.5,70.5
151,2015,6.46,109.4,0.43,0.22,6.4,15.9,13.1,0.03,8.7,5.9,1283.0,17.4,17.3,9.7,19.3,52.7
151,2020,7.66,123,"<2,00","<0,50",6.91,18.6,10,"<0,100",13.16,"<10,00",1486,18.2,18.8,12.8,22,53.1
153,1995,,49.7,0.3,0.27,2.32,6.0,18.8,,6.1,3.7,282,5.3,88.0,6.8,11.3,51.7
153,2000,,44.2,0.37,0.29,2.48,7.8,14.0,,8.5,4.3,286,6.1,81.0,7.6,12.1,51.7
153,2005,,51.6,0.3,0.21,2.23,7.0,20.5,,6.0,2.7,289,6.7,79.0,10.8,8.0,58.2
153,2010,,49.3,0.38,0.21,2.09,6.2,19.6,,6.5,2.5,289,4.7,61.5,6.6,7.4,67.9
153,2015,1.22,33.9,0.16,0.09,1.58,4.2,5.7,0.01,5.2,1.6,270.0,3.4,11.3,3.3,5.3,22.9
153,2020,2.81,64,"<2,00","<0,50",2.69,8.37,21.2,0.17,8.07,"<10,00",302,6.45,51.8,13,9.68,92.7
155,1995,,11.2,0.07,0.13,1.01,2.5,2.8,,3.0,2.1,75,1.8,10.5,3.4,4.0,15.2
155,2000,,12.7,0.1,0.16,0.83,3.3,2.5,,2.9,1.8,78,1.8,9.7,3.3,4.7,15.0
155,2005,,18.4,0.07,0.08,1.33,3.3,3.0,,3.7,1.7,84,1.7,7.3,4.0,6.1,15.8
155,2010,,15.9,0.1,0.11,0.71,2.7,2.4,,3.9,1.3,100,1.7,9.3,3.8,3.8,14.6
155,2015,1.39,15.5,0.08,0.04,0.67,2.7,2.9,0.01,3.7,1.1,84.0,1.5,9.5,3.1,3.8,11.8
155,2020,"<1,00",13.1,"<2,00","<0,50","<1,00",2.58,"<2,00","<0,100",3.69,"<10,00",106,"<2,00",7.25,"<10,00",3.21,7.51
157,1995,,27.2,0.13,0.13,1.49,4.0,3.5,,3.8,0.9,238,2.4,16.7,5.0,4.9,26.3
157,2000,,30.6,0.13,0.2,1.35,4.7,3.8,,5.2,1.5,197,2.6,14.6,9.2,6.7,23.0
157,2005,,25.8,0.1,0.18,1.67,5.0,4.5,,4.2,1.3,234,3.0,13.3,6.7,6.9,24.9
157,2010,,27.6,0.14,0.12,1.29,4.3,4.8,,4.0,1.3,300,2.2,39.2,3.3,3.9,28.0
157,2015,1.36,29.3,0.11,0.17,1.32,4.4,17.1,0.02,4.6,1.7,325.0,2.0,15.9,6.2,4.6,37.5
157,2020,1.61,28.8,"<2,00","<0,50",1.56,6.51,5.27,"<0,100",3.13,"<10,00",346,2.66,15.4,"<10,00",5.4,28.8
159,1995,,34.0,0.23,0.15,0.85,6.3,3.8,,10.9,2.1,213,4.3,6.1,8.5,11.7,21.7
159,2000,,32.3,0.2,0.2,1.05,7.0,3.8,,8.3,2.2,190,3.6,7.1,6.5,12.7,19.8
159,2005,,27.5,0.18,0.16,1.13,5.4,3.1,,6.9,1.5,185,3.0,10.3,5.5,10.1,21.4
159,2010,,25.5,0.2,0.14,1.28,5.4,4.3,,8.7,2.6,136,3.5,10.5,5.1,7.0,22.8
159,2015,1.36,24.6,0.13,0.12,0.83,4.6,2.3,0.02,5.0,2.4,52.0,2.7,8.1,6.8,4.9,22.1
159,2020,1.42,26.5,"<2,00","<0,50",1.01,5.28,4.6,"<0,100",3.03,"<10,00",126,2.94,9.88,"<10,00",5.3,35.9
161,1995,,15.5,0.13,0.09,1.52,4.0,2.0,,5.6,2.8,163,3.4,9.2,4.0,7.0,18.3
161,2000,,18.6,0.13,0.13,1.81,3.5,2.5,,4.6,3.2,176,3.0,10.1,5.5,6.7,17.3
161,2005,,20.8,0.1,0.07,1.83,5.0,2.7,,6.5,2.0,198,3.3,11.0,4.3,8.0,22.0
161,2010,,21.0,0.14,0.07,2.21,4.2,2.5,,6.2,2.8,274,2.7,8.8,2.3,6.2,19.2
161,2015,1.34,18.6,0.13,0.07,1.9,4.8,2.6,0.01,6.4,2.8,185.0,3.1,7.4,2.9,6.3,18.7
161,2020,1.35,14.8,"<2,00","<0,50",1.71,3.98,"<2,00","<0,100",6.44,"<10,00",218,2.34,8.05,"<10,00",5.44,14.1
163,1995,,27.0,0.13,0.12,1.44,4.0,2.7,,5.4,3.0,218,4.3,8.5,5.0,7.0,18.7
163,2000,,26.8,0.17,0.2,1.41,5.0,3.0,,4.3,2.6,230,3.4,8.3,4.7,10.3,19.8
163,2005,,27.3,0.1,0.08,1.43,3.8,2.7,,5.0,1.9,206,2.9,9.0,3.9,7.2,18.2
163,2010,,32.6,0.15,0.12,1.46,4.2,2.8,,5.5,2.1,262,3.3,9.5,3.9,5.5,21.6
163,2015,1.24,28.4,0.13,0.08,1.38,4.3,2.9,0.01,4.8,1.9,228.0,3.2,6.8,3.0,5.1,18.9
163,2020,1.26,28.7,"<2,00","<0,50",1.5,4.96,"<2,00","<0,100",7.11,"<10,00",251,3.16,7.16,"<10,00",5.72,17.9
165,1995,,35.0,0.23,0.19,2.48,6.3,4.3,,12.9,4.6,273,4.3,8.7,8.4,13.3,16.5
165,2000,,38.5,0.2,0.15,2.35,6.5,3.6,,10.6,4.4,240,3.8,7.7,7.2,15.7,15.5
165,2005,,34.2,0.15,0.19,2.4,6.4,3.8,,9.5,3.9,290,4.3,9.3,6.0,10.6,17.8
165,2010,,28.5,0.23,0.09,2.87,7.0,4.1,,10.8,3.5,289,5.3,8.7,3.7,9.1,21.1
165,2015,1.49,31.4,0.22,0.09,2.94,7.0,3.5,0.01,8.3,3.8,278.0,5.8,7.8,3.4,8.9,19.1
165,2020,2.03,34.3,"<2,00","<0,50",3.07,8.31,4.02,"<0,100",11.91,"<10,00",314,5.64,8.66,"<10,00",10.2,26.1
167,1995,,31.3,0.23,0.09,1.91,9.2,5.5,,8.7,6.5,257,6.8,6.1,6.8,20.0,24.3
167,2000,,35.0,0.3,0.12,2.15,8.7,5.3,,7.8,6.4,265,6.2,8.0,6.4,20.0,25.8
167,2005,,30.6,0.27,0.09,2.0,10.4,5.5,,9.2,4.9,250,6.3,9.0,6.4,14.4,26.3
167,2010,,24.8,0.2,0.07,1.89,5.7,3.8,,8.0,3.0,172,5.8,7.0,3.6,6.7,24.6
167,2015,1.39,22.4,0.15,0.08,1.6,4.7,4.9,0.02,6.3,2.6,136.0,3.5,7.3,4.8,6.3,28.8
167,2020,1.67,36.3,"<2,00","<0,50",2.3,7.78,3.43,"<0,100",9.15,"<10,00",186,4.93,8.55,"<10,00",9.67,46.5
169,1995,,22.4,0.13,0.12,1.37,4.0,2.0,,6.3,6.0,258,2.5,3.9,3.9,6.7,16.8
169,2000,,22.1,0.13,0.13,1.65,3.7,3.0,,4.8,4.6,272,2.6,5.0,3.4,6.7,17.2
169,2005,,21.5,0.13,0.08,1.66,5.0,2.3,,5.6,5.4,222,3.0,5.7,3.7,6.8,17.4
169,2010,,19.1,0.11,0.08,1.37,2.6,1.8,,4.4,1.7,259,2.4,5.6,1.7,3.5,18.9
169,2015,0.86,22.8,0.11,0.05,1.54,3.5,2.1,0.0,5.1,1.8,201.0,2.8,4.7,2.9,4.4,16.0
169,2020,1.39,18.5,"<2,00","<0,50",1.88,5.4,3.09,"<0,100",6.54,"<10,00",169,2.87,7.92,"<10,00",6.91,17.6
171,1995,,39.7,0.23,0.37,2.36,6.3,4.8,,10.1,3.8,217,5.2,13.6,8.0,13.3,29.0
171,2000,,41.8,0.23,0.3,2.88,7.7,4.8,,11.4,5.0,295,5.1,11.4,8.1,16.7,33.3
171,2005,,39.9,0.26,0.39,2.91,5.8,4.6,,14.5,3.4,224,5.9,10.5,7.6,16.5,30.9
171,2010,,39.7,0.2,0.11,2.45,4.5,4.0,,7.3,1.9,278,3.7,10.6,3.1,6.0,31.3
171,2015,1.62,35.1,0.24,0.11,2.54,6.7,5.0,0.03,8.7,4.1,224.0,5.1,8.6,5.5,8.2,31.9
171,2020,"<1,00",17.6,"<2,00","<0,50",1.42,3.46,"<2,00","<0,100",5.9,"<10,00",230,"<2,00",5.3,"<10,00",4.18,14.1
173,1995,,39.3,0.17,0.32,1.72,4.7,4.8,,7.3,2.6,213,2.8,12.7,7.4,6.7,24.5
173,2000,,30.0,0.13,0.25,1.39,4.8,3.7,,8.6,3.1,198,2.4,10.5,6.9,6.7,21.5
173,2005,,35.8,0.2,0.26,2.0,4.9,4.6,,8.0,2.9,198,2.6,9.6,6.9,8.0,24.0
173,2010,,30.1,0.1,0.1,1.32,3.1,3.5,,4.8,1.0,182,1.9,6.8,3.0,3.7,21.8
173,2015,1.04,28.5,0.1,0.08,1.2,3.0,3.1,0.01,4.5,1.6,164.0,1.8,4.5,3.9,3.9,16.1
173,2020,1.25,32.8,"<2,00","<0,50",1.46,3.94,"<2,00","<0,100",5.73,"<10,00",203,2.26,6.39,"<10,00",4.84,21.8
175,1995,,26.9,0.13,0.15,0.81,7.8,3.3,,8.6,2.3,252,2.7,8.9,7.3,10.0,19.8
175,2000,,25.3,0.13,0.15,1.02,6.5,3.2,,6.3,2.4,303,2.3,8.7,6.7,8.7,17.5
175,2005,,27.1,0.17,0.11,1.0,6.7,3.3,,9.5,3.2,292,3.3,9.0,7.3,12.2,22.8
175,2010,,26.1,0.15,0.13,1.37,6.0,4.2,,8.2,1.7,316,2.8,10.0,6.3,9.2,22.5
175,2015,1.69,23.8,0.14,0.13,1.14,5.0,3.6,0.02,7.6,1.8,288.0,2.8,9.3,6.4,9.1,18.1
175,2020,1.88,27.8,"<2,00","<0,50",1.37,5.51,3.33,"<0,100",9.25,"<10,00",306,2.95,11.6,"<10,00",9.13,21.2
177,1995,,52.0,0.43,0.25,3.39,10.3,8.0,,14.2,8.8,323,6.8,24.0,11.3,26.7,38.3
177,2000,,55.7,0.53,0.25,5.68,10.0,8.5,,11.0,7.0,468,7.5,19.5,9.1,33.3,43.3
177,2005,,54.3,0.47,0.16,3.6,10.9,5.8,,14.1,6.4,290,6.3,22.7,8.4,21.1,34.1
177,2010,,71.9,0.45,0.26,3.64,11.8,6.5,,12.7,6.9,308,6.8,22.7,9.6,18.7,38.9
177,2015,5.67,55.5,0.5,0.22,3.7,13.1,6.1,0.05,11.7,7.5,280.0,6.9,19.9,9.5,19.0,42.2
177,2020,5.42,56.6,"<2,00","<0,50",3.64,13.8,6.17,"<0,100",14.63,"<10,00",256,6.76,21.5,11.8,19.3,41.4
179,1995,,29.9,0.27,0.08,2.0,11.7,6.3,,9.5,5.3,188,6.7,7.2,12.5,16.7,23.8
179,2000,,26.6,0.23,0.11,1.49,9.9,6.1,,6.7,4.2,175,5.7,9.5,9.7,13.9,23.2
179,2005,,27.9,0.18,0.08,1.83,10.4,8.2,,9.9,3.1,177,5.8,11.7,8.3,12.3,27.9
179,2010,,23.6,0.15,0.09,1.78,6.0,3.2,,6.7,2.3,159,4.0,10.7,4.2,9.7,23.5
179,2015,2.5,27.1,0.2,0.08,2.1,8.3,4.5,0.01,7.8,3.5,149.0,5.3,9.7,6.6,13.1,25.2
179,2020,2.33,21.3,"<2,00","<0,50",1.53,5.98,3.39,"<0,100",7.32,"<10,00",230,3.14,11.5,"<10,00",9.09,23
181,1995,,31.7,0.2,0.16,0.87,7.2,5.8,,7.8,4.8,202,4.0,11.5,6.1,10.0,22.3
181,2000,,27.7,0.17,0.16,0.98,7.0,5.5,,6.7,4.8,187,3.4,14.5,5.6,10.0,23.2
181,2005,,32.3,0.21,0.16,0.67,7.1,6.5,,8.1,4.0,216,4.7,16.0,6.4,10.5,27.5
181,2010,,25.4,0.14,0.16,1.46,6.3,5.8,,5.6,2.1,242,3.3,16.8,3.5,12.1,25.7
181,2015,3.12,23.1,0.13,0.14,1.29,6.0,5.9,0.03,6.1,2.5,229.0,2.9,16.1,4.1,12.5,25.8
181,2020,2.65,21.6,"<2,00","<0,50",1.33,6.13,4.56,"<0,100",7.01,"<10,00",187,2.82,15.5,"<10,00",11.5,21.5
183,1995,,44.7,0.23,0.17,1.73,6.2,7.5,,8.2,3.7,253,4.2,17.5,9.1,13.3,23.7
183,2000,,39.0,0.23,0.23,2.21,7.2,9.7,,5.3,3.9,250,4.5,15.5,6.6,16.3,26.8
183,2005,,32.2,0.18,0.16,2.22,6.5,6.1,,5.3,3.5,231,4.6,17.2,5.1,12.6,24.1
183,2010,,41.0,0.19,0.14,1.92,5.7,5.4,,6.4,2.4,361,3.8,16.3,5.3,10.0,28.2
183,2015,3.63,45.7,0.28,0.12,2.14,7.4,5.3,0.03,6.8,4.2,372.0,4.4,14.6,6.4,11.7,32.6
183,2020,2.71,35.6,"<2,00","<0,50",1.75,5.7,4.28,"<0,100",6.51,"<10,00",277,3.42,12.3,"<10,00",8.92,22.9
187,1995,,69.7,0.37,0.21,5.36,11.2,11.7,,16.1,8.3,547,8.3,19.5,14.7,30.3,38.3
187,2000,,62.0,0.33,0.25,4.72,11.0,11.2,,12.3,6.8,613,8.1,20.5,11.8,40.0,45.0
187,2005,,61.7,0.3,0.15,5.07,11.4,10.5,,14.8,6.8,522,9.3,20.7,10.6,32.2,33.7
187,2010,,77.8,0.33,0.24,4.95,11.4,11.1,,13.5,5.1,741,8.6,25.7,9.0,21.1,38.7
187,2015,4.58,68.9,0.47,0.19,5.19,12.8,11.4,0.05,13.4,7.0,755.0,9.4,18.0,7.6,21.4,37.8
187,2020,4.56,67.4,"<2,00","<0,50",4.62,11.7,10.5,"<0,100",15.25,"<10,00",705,7.61,19.5,"<10,00",20.1,31
189,1995,,65.7,0.37,0.67,8.61,12.0,215.0,,15.5,7.1,603,10.3,80.7,12.8,30.3,50.0
189,2000,,68.3,0.33,0.53,7.99,12.2,208.3,,13.1,6.7,552,6.2,86.7,9.2,35.0,60.0
189,2005,,87.9,0.6,0.51,10.22,15.2,196.5,,13.9,9.2,571,10.6,83.9,14.0,34.9,51.7
189,2010,,70.3,0.35,0.39,7.27,11.4,271.7,,12.0,6.4,576,9.2,102.0,7.8,15.2,62.6
189,2015,7.85,66.4,0.59,0.3,8.5,13.5,320.1,0.12,16.2,9.4,576.0,12.3,99.1,9.6,18.8,66.0
189,2020,12.1,61.4,"<2,00","<0,50",7.23,11.3,265,0.125,15.61,"<10,00",491,9.22,109,"<10,00",16.8,56
191,1995,,61.3,0.33,0.31,4.56,11.2,10.8,,14.1,6.7,543,6.2,19.3,13.1,36.7,35.0
191,2000,,72.3,0.4,0.25,4.48,14.3,9.5,,12.8,8.2,510,8.0,17.1,9.7,40.7,40.7
191,2005,,67.8,0.33,0.19,5.02,13.4,10.6,,14.0,6.8,573,8.9,22.5,10.2,33.6,34.9
