,Name,Code,Value,coordinates,lat,lon
149190030,"MIKUSZOWICE,Poland",Biała (2114),10350,"(49.776558, 19.0457534)",49.776558, 19.0457534
149199999,"BIELSKO-BIAŁA,Poland",Biała (2114),10360,"(49.822118, 19.0448936)",49.822118, 19.0448936
149190010,"CZECHOWICE-BESTWINA,Poland",Biała (2114),10370,"(49.938373299999995, 19.022503699999994)",49.938373299999995, 19.022503699999994
149180090,"MIZERÓW-BORKI,Poland",Pszczynka (2116),10378,"(49.9898405, 18.7958072)",49.9898405, 18.7958072
149180220,"PSZCZYNA,Poland",Pszczynka (2116),10380,"(49.9778328, 18.9425124)",49.9778328, 18.9425124
150199999,"MIĘDZYRZECZE,Poland",Pszczynka (2116),10390,"(53.2619634, 23.4625821)",53.2619634, 23.4625821
150189990,"JANKOWICE,Poland",Dokawa (21166),10391,"(50.0409525, 19.4405149)",50.0409525, 19.4405149
150190020,"JANKOWICE-GROBLA,Poland",Dokawa (21166),10400,"(49.9990268, 18.9977184)",49.9990268, 18.9977184
150190040,"MIĘDZYRZECZE,Poland",Korzenica (21168),10410,"(53.2619634, 23.4625821)",53.2619634, 23.4625821
150189989,"PAPROCANY,Poland",Gostynia (2118),10420,"(50.0978325, 18.995617)",50.0978325, 18.995617
150190060,"BOJSZOWY,Poland",Gostynia (2118),10430,"(50.0573517, 19.0998925)",50.0573517, 19.0998925
150190050,"BIERUŃ STARY,Poland",Mleczna (21188),10440,"(50.0923372, 19.0920862)",50.0923372, 19.0920862
150190190,"PIWOŃ,Poland",Przemsza (212),10450,"(50.4844444, 19.2497222)",50.4844444, 19.2497222
150190120,"PRZECZYCE,Poland",Przemsza (212),10460,"(50.43381, 19.17286)",50.43381, 19.17286
150190130,"ŁAGISZA,Poland",Przemsza (212),10461,"(50.3500663, 19.1373312)",50.3500663, 19.1373312
150199996,"BĘDZIN,Poland",Przemsza (212),10470,"(50.3230785, 19.1322201)",50.3230785, 19.1322201
150190080,"RADOCHA,Poland",Przemsza (212),10480,"(50.2679696, 19.1367808)",50.2679696, 19.1367808
150190180,"JELEŃ,Poland",Przemsza (212),10490,"(53.7416667, 21.3219444)",53.7416667, 21.3219444
150199994,"CHEŁMEK,Poland",Przemsza (212),10500,"(50.1003348, 19.2542585)",50.1003348, 19.2542585
150190210,"KUŹNICA SULIKOWSKA,Poland",Mitręga (2122),10510,"(50.4564618, 19.2630321)",50.4564618, 19.2630321
150190090,"DĄBROWA GÓRNICZA,Poland",Pogoria (21258),10520,"(50.3308692, 19.2078918)",50.3308692, 19.2078918
150190010,"BRYNICA,Poland",Brynica (2126),10530,"(50.3499995, 19.0522414)",50.3499995, 19.0522414
150180270,"KOZŁOWA GÓRA,Poland",Brynica (2126),10531,"(49.8304786, 21.9885444)",49.8304786, 21.9885444
150180260,"NAMIARKI,Poland",Brynica (2126),10540,"(50.5036111, 19.2630556)",50.5036111, 19.2630556
150190030,"CZELADŹ,Poland",Brynica (2126),10550,"(50.3184581, 19.0736572)",50.3184581, 19.0736572
150199997,"SOSNOWIEC,Poland",Brynica (2126),10560,"(50.2780834, 19.1342944)",50.2780834, 19.1342944
150190070,"SZABELNIA,Poland",Brynica (2126),10570,"(51.178707, 20.4486302)",51.178707, 20.4486302
150199998,"SZOPIENICE,Poland",Rawa (21268),10580,"(50.2626409, 19.0948489)",50.2626409, 19.0948489
150190270,"GOLCZOWICE,Poland",Biała Przemsza (2128),10590,"(50.7783298, 17.7353744)",50.7783298, 17.7353744
150199988,"BŁĘDÓW,Poland",Biała Przemsza (2128),10600,"(50.340284600000004, 19.51384620770148)",50.340284600000004, 19.51384620770148
150190250,"SŁAWKÓW,Poland",Biała Przemsza (2128),10610,"(50.2984547, 19.3898475)",50.2984547, 19.3898475
150199993,"MACZKI,Poland",Biała Przemsza (2128),10620,"(50.2608057, 19.2676237)",50.2608057, 19.2676237
150190100,"NIWKA,Poland",Biała Przemsza (2128),10630,"(50.4582575, 20.7321497)",50.4582575, 20.7321497
150199990,"RYSZKA,Poland",Sztoła (21284),10640,"(53.5770417, 18.2340994)",53.5770417, 18.2340994
150199991,"SZCZAKOWA,Poland",Kozi Bród (21286),10650,"(50.2464691, 19.292963)",50.2464691, 19.292963
150190110,"NIWKA,Poland",Bobrek (21288),10660,"(50.4582575, 20.7321497)",50.4582575, 20.7321497
149199998,"SÓL,Poland",Soła (2132),10670,"(50.5128103, 22.6536942)",50.5128103, 22.6536942
149190050,"RAJCZA,Poland",Soła (2132),10680,"(49.503221, 19.1013077)",49.503221, 19.1013077
149190080,"CIĘCINA,Poland",Soła (2132),10690,"(49.6144759, 19.1414653)",49.6144759, 19.1414653
149190100,"ŻYWIEC,Poland",Soła (2132),10700,"(49.6890338, 19.20305)",49.6890338, 19.20305
149190110,"MIĘDZYBRODZIE BIALSKIE,Poland",Zb. Porąbka (21329399),10705,"(49.7874542, 19.1942895)",49.7874542, 19.1942895
149199994,"PORĄBKA,Poland",Soła (2132),10710,"(53.7031, 15.97712)",53.7031, 15.97712
149190120,"CZANIEC-KOBIERNICE,Poland",Soła (2132),10715,,None,
150190160,"OŚWIĘCIM,Poland",Soła (2132),10720,"(50.0382443, 19.2214053)",50.0382443, 19.2214053
149199996,"RYCERKA DOLNA,Poland",Rycerka (213218),10730,"(49.47809, 19.06317)",49.47809, 19.06317
149190040,"UJSOŁY,Poland",Woda Ujsolska (21322),10740,"(49.4824152, 19.1388455)",49.4824152, 19.1388455
149199995,"UJSOŁY,Poland",Cicha (213224),10750,"(49.4824152, 19.1388455)",49.4824152, 19.1388455
149190020,"KAMESZNICA,Poland",Bystra (213232),10760,"(49.571292, 19.0478818)",49.571292, 19.0478818
149190090,"ŻABNICA,Poland",Żabniczanka (213234),10770,"(49.5829603, 19.1503065)",49.5829603, 19.1503065
149199997,"LIPOWA,Poland",Leśnianka (213238),10780,"(50.7338539, 16.9862994)",50.7338539, 16.9862994
149199993,"JELEŚNIA,Poland",Koszarawa (21324),10790,"(49.6295063, 19.3313366)",49.6295063, 19.3313366
149190150,"PEWEL MAŁA,Poland",Koszarawa (21324),10800,"(49.6628216, 19.2795105)",49.6628216, 19.2795105
149190070,"ŁODYGOWICE,Poland",Żylica (213274),10810,"(49.7304647, 19.1403324)",49.7304647, 19.1403324
149190140,"ŁĘKAWICA,Poland",Łękawka (213278),10820,"(51.1633221, 16.8712454)",51.1633221, 16.8712454
149190130,"ŁĘKAWICA,Poland",Kocierzanka (2132788),10830,"(51.1633221, 16.8712454)",51.1633221, 16.8712454
150199989,"MĘTKÓW,Poland",Chechło (21334),10840,"(51.2710729, 20.9248064)",51.2710729, 20.9248064
149199990,"SPYTKOWICE,Poland",Skawa (2134),10841,"(49.994979, 19.5087999)",49.994979, 19.5087999
149190290,"JORDANÓW,Poland",Skawa (2134),10850,"(49.6489124, 19.83834915265816)",49.6489124, 19.83834915265816
149190260,"OSIELEC,Poland",Skawa (2134),10860,"(49.6716358, 19.7668341)",49.6716358, 19.7668341
149190210,"SUCHA BESKIDZKA,Poland",Skawa (2134),10870,"(49.74079, 19.5905975)",49.74079, 19.5905975
149190180,"WADOWICE,Poland",Skawa (2134),10880,"(49.8834484, 19.4925345)",49.8834484, 19.4925345
149190170,"ZATOR,Poland",Skawa (2134),10890,"(49.9963053, 19.4376782)",49.9963053, 19.4376782
149199991,"BYSTRA,Poland",Bystrzanka (21342),10900,"(53.4619414, 14.7133101)",53.4619414, 14.7133101
149190190,"ZAWOJA,Poland",Skawica (21344),10910,"(49.6600228, 19.5579106)",49.6600228, 19.5579106
149190220,"SKAWICA DOLNA,Poland",Skawica (21344),10920,"(49.6783252, 19.6466045)",49.6783252, 19.6466045
149190200,"SUCHA BESKIDZKA,Poland",Stryszawka (21346),10930,"(49.74079, 19.5905975)",49.74079, 19.5905975
149199992,"SUŁKOWICE,Poland",Wieprzówka (21348),10940,"(49.8408265, 19.8012137)",49.8408265, 19.8012137
149190160,"RUDZE,Poland",Wieprzówka (21348),10950,"(49.9718714, 19.4375445)",49.9718714, 19.4375445
149190270,"RADZISZÓW,Poland",Skawinka (21356),10960,"(49.9383536, 19.8095394)",49.9383536, 19.8095394
150199985,"KRYSPINÓW,Poland",Sanka (21358),10961,"(50.0424381, 19.7972081)",50.0424381, 19.7972081
150199987,"KRZESZOWICE,Poland",Rudawa (2136),10970,"(50.1350246, 19.6320164)",50.1350246, 19.6320164
150190310,"BALICE,Poland",Rudawa (2136),10980,"(50.078255299999995, 19.78625376760332)",50.078255299999995, 19.78625376760332
149190330,"ZBYDNIOWICE,Poland",Wilga (21372),10990,"(49.9727978, 19.9581499)",49.9727978, 19.9581499
150190330,"OJCÓW,Poland",Prądnik (21374),11000,"(50.2096249, 19.8294802)",50.2096249, 19.8294802
150199984,"KRAKÓW-OLSZA,Poland",Prądnik (21374),11010,"(50.078432, 19.9627088)",50.078432, 19.9627088
150209997,"ZESŁAWICE,Poland",Dłubnia (21376),11020,"(50.1048023, 20.0418282)",50.1048023, 20.0418282
149199986,"RABKA 1,Poland",Raba (2138),11030,"(54.7540423, 17.5164602)",54.7540423, 17.5164602
149190340,"RABKA 2,Poland",Raba (2138),11031,"(54.7542406, 17.516811341961233)",54.7542406, 17.516811341961233
149200060,"MSZANA DOLNA,Poland",Raba (2138),11040,"(49.6779756, 20.0820073)",49.6779756, 20.0820073
149200040,"KASINKA MAŁA,Poland",Raba (2138),11050,"(49.7024609, 20.0370039)",49.7024609, 20.0370039
149190310,"STRÓŻA,Poland",Raba (2138),11060,"(50.8954225, 21.6444893)",50.8954225, 21.6444893
149200090,"DOBCZYCE,Poland",Raba (2138),11061,"(49.8803432, 20.0905415)",49.8803432, 20.0905415
149209993,"GDÓW,Poland",Raba (2138),11070,"(49.9085036, 20.1996034)",49.9085036, 20.1996034
149200170,"PROSZÓWKI,Poland",Raba (2138),11080,"(50.0038259, 20.4254081)",50.0038259, 20.4254081
149199985,"RABKA,Poland",Poniczanka (213812),11090,"(54.7540423, 17.5164602)",54.7540423, 17.5164602
149200080,"MSZANA DOLNA,Poland",Mszanka (21382),11100,"(49.6779756, 20.0820073)",49.6779756, 20.0820073
149209997,"NIEDŹWIEDŹ,Poland",Porębianka (213826),11110,"(52.2327829, 15.3105788)",52.2327829, 15.3105788
149209998,"KASINKA MAŁA,Poland",Kasinianka (213832),11115,"(49.7024609, 20.0370039)",49.7024609, 20.0370039
149190370,"LUBIEŃ,Poland",Lubieńka (213834),11120,"(51.2759368, 19.7854898)",51.2759368, 19.7854898
149190350,"KRZCZONÓW,Poland",Krzczonówka (213836),11130,"(50.8184263, 16.5662198)",50.8184263, 16.5662198
149209994,"MARWIN,Poland",Krzyworzeka (213874),11140,"(49.8766667, 20.1091667)",49.8766667, 20.1091667
149209996,"CZASŁAW,Poland",Lipnik (2138744),11150,"(49.8554949, 20.1183474)",49.8554949, 20.1183474
149209992,"ŁAPANÓW,Poland",Stradomka (21388),11160,"(49.8648601, 20.2913672)",49.8648601, 20.2913672
149200130,"STRADOMKA,Poland",Stradomka (21388),11170,"(49.920734, 20.3166669)",49.920734, 20.3166669
150200070,"BISKUPICE,Poland",Szreniawa (21392),11180,"(51.1523459, 22.946692)",51.1523459, 22.946692
150200140,"BORZĘCIN,Poland",Uszwica (21396),11190,"(51.4459353, 16.9110191)",51.4459353, 16.9110191
150209993,"SKALBMIERZ,Poland",Nidzica (21398),11200,"(50.3170888, 20.3996843)",50.3170888, 20.3996843
150200110,"DOBIESŁAWICE,Poland",Nidzica (21398),11210,"(50.2226978, 20.5728027)",50.2226978, 20.5728027
150209994,"JANOWICE,Poland",Kalinka (2139814),11220,"(52.1157656, 20.0353274)",52.1157656, 20.0353274
149199989,"KOJSÓWKA,Poland",Dunajec (214),11230,"(49.3124106, 19.8325956)",49.3124106, 19.8325956
149190280,"KONIÓWKA,Poland",Dunajec (214),11240,"(49.3944683, 19.8209236)",49.3944683, 19.8209236
149200030,"NOWY TARG,Poland",Dunajec (214),11250,"(49.4818229, 20.030541)",49.4818229, 20.030541
149200050,"NOWY TARG-KOWANIEC,Poland",Dunajec (214),11260,"(49.49959435, 20.043810096172564)",49.49959435, 20.043810096172564
149209991,"CZORSZTYN,Poland",Dunajec (214),11270,"(49.4372983, 20.3268648)",49.4372983, 20.3268648
149200140,"SROMOWCE WYŻNE,Poland",Dunajec (214),11280,"(49.4052226, 20.3402657)",49.4052226, 20.3402657
149200160,"KROŚCIENKO,Poland",Dunajec (214),11290,"(49.4783429, 22.6682494)",49.4783429, 22.6682494
149200190,"GOŁKOWICE,Poland",Dunajec (214),11300,"(51.1373081, 18.1998348)",51.1373081, 18.1998348
149200240,"NOWY SĄCZ,Poland",Dunajec (214),11310,"(49.6249173, 20.691346)",49.6249173, 20.691346
149200210,"TĘGOBORZE,Poland",Dunajec (214),11315,"(49.7043039, 20.6309013)",49.7043039, 20.6309013
149209985,"ROŻNÓW,Poland",Dunajec (214),11320,"(50.6948008, 17.224004)",50.6948008, 17.224004
149200230,"CZCHÓW,Poland",Dunajec (214),11330,"(49.8339446, 20.6731487)",49.8339446, 20.6731487
149200280,"ZGŁOBICE,Poland",Dunajec (214),11340,"(49.9768982, 20.9111433)",49.9768982, 20.9111433
150200170,"ŻABNO,Poland",Dunajec (214),11350,"(50.1335155, 20.8859257)",50.1335155, 20.8859257
149190300,"KOŚCIELISKO-KIRY,Poland",Kirowa Woda (214112),11360,"(49.2766639, 19.8694327)",49.2766639, 19.8694327
149190360,"LUDŹMIERZ,Poland",Lepietnica (2141156),11370,"(49.4695429, 19.9760457)",49.4695429, 19.9760457
149190390,"LUDŹMIERZ,Poland",Wielki Rogoźnik (214116),11380,"(49.4695429, 19.9760457)",49.4695429, 19.9760457
149199987,"NOWE BYSTRE-TYLKI,Poland",Bystry (2141162),11381,,None,
149199988,"RATUŁÓW,Poland",Bystry (2141162),11382,"(49.3717092, 19.8958704)",49.3717092, 19.8958704
149190380,"ZAKOPANE-HARENDA,Poland",Biały Dunajec (21412),11390,,None,
149200020,"SZAFLARY,Poland",Biały Dunajec (21412),11400,"(49.4229109, 20.0260584)",49.4229109, 20.0260584
149190320,"ZAKOPANE-DOL.STRĄŻYSKA,Poland",Młyniska (214122),11410,,None,
149199984,"ZAKOPANE-KUŹNICE,Poland",Bystra (214124),11420,,None,
149209999,"ZAKOPANE-JASZCZURÓWKA,Poland",Olczyski Potok (214126),11430,,None,
149200010,"PORONIN,Poland",Poroniec (214128),11440,"(49.3396497, 20.0055635)",49.3396497, 20.0055635
149200100,"ŁYSA POLANA,Poland",Białka (214154),11448,"(49.26535, 20.11631)",49.26535, 20.11631
149200110,"TRYBSZ 2,Poland",Białka (214154),11451,"(49.4087343, 20.1409514)",49.4087343, 20.1409514
149209995,"TRYBSZ,Poland",Młynówka (21415484),11452,"(49.4087343, 20.1409514)",49.4087343, 20.1409514
149200070,"MORSKIE OKO,Poland",Jez. Morskie Oko (2141542),11453,"(49.197377149999994, 20.070716564309393)",49.197377149999994, 20.070716564309393
149200120,"NIEDZICA,Poland",Niedziczanka (214172),11460,"(49.4075175, 20.2998447)",49.4075175, 20.2998447
149200180,"SZCZAWNICA,Poland",Grajcarek (214196),11470,"(49.4266299, 20.4761439)",49.4266299, 20.4761439
149209989,"KROŚCIENKO,Poland",Krośnica (2141972),11480,"(49.4783429, 22.6682494)",49.4783429, 22.6682494
149200150,"TYLMANOWA,Poland",Ochotnica (2141976),11490,"(49.5132491, 20.3967372)",49.5132491, 20.3967372
149200300,"MUSZYNA,Poland",Poprad (2142),11500,"(49.3561684, 20.8967477)",49.3561684, 20.8967477
149200290,"MUSZYNA-MILIK,Poland",Poprad (2142),11510,,None,
149209983,"PIWNICZNA,Poland",Poprad (2142),11520,"(49.4406462, 20.7142303)",49.4406462, 20.7142303
149200220,"STARY SĄCZ,Poland",Poprad (2142),11530,"(49.5640376, 20.6366038)",49.5640376, 20.6366038
149209981,"MUSZYNA,Poland",Muszynka (21422),11540,"(49.3561684, 20.8967477)",49.3561684, 20.8967477
149209980,"KRYNICA,Poland",Kryniczanka (214226),11550,"(53.0336093, 23.5880673)",53.0336093, 23.5880673
149209984,"PIWNICZNA-CZERCZE,Poland",Czercz (214252),11560,,None,
149209986,"RYTRO,Poland",Wielka Roztoka (21426),11570,"(49.490202, 20.6701855)",49.490202, 20.6701855
149200270,"ŁABOWA,Poland",Kamienica (21432),11580,"(49.5275011, 20.8553116)",49.5275011, 20.8553116
149200250,"NOWY SĄCZ,Poland",Kamienica (21432),11590,"(49.6249173, 20.691346)",49.6249173, 20.691346
149209982,"JAMNICA,Poland",Kamionka (214328),11600,"(49.58637, 20.7461)",49.58637, 20.7461
149200260,"NOWY SĄCZ,Poland",Łubinka (21434),11610,"(49.6249173, 20.691346)",49.6249173, 20.691346
149209988,"KLĘCZANY,Poland",Smolnik (21436),11620,"(49.6990302, 21.212922)",49.6990302, 21.212922
149209987,"ŚWIDNIK,Poland",Świdnik (21452),11630,"(51.2164934, 22.69095582029724)",51.2164934, 22.69095582029724
149209990,"PIEKIEŁKO,Poland",Łososina (21472),11640,"(51.8333553, 20.8632748)",51.8333553, 20.8632748
149200200,"JAKUBKOWICE,Poland",Łososina (21472),11650,"(51.0593975, 16.6480218)",51.0593975, 16.6480218
149219999,"BRUNARY,Poland",Biała (2148),11660,"(49.5343134, 21.0321577)",49.5343134, 21.0321577
149200310,"GRYBÓW,Poland",Biała (2148),11670,"(49.61495535, 20.948824660927798)",49.61495535, 20.948824660927798
149200330,"CIĘŻKOWICE,Poland",Biała (2148),11680,"(49.786464, 20.9737542)",49.786464, 20.9737542
149200320,"KOSZYCE WIELKIE,Poland",Biała (2148),11690,"(49.9787911, 20.9455648)",49.9787911, 20.9455648
150200010,"MNISZEK,Poland",Nida (216),11700,"(53.43101515, 18.732504640363036)",53.43101515, 18.732504640363036
150200030,"BRZEGI,Poland",Nida (216),11710,"(50.73997, 20.40329)",50.73997, 20.40329
150200080,"PIŃCZÓW,Poland",Nida (216),11720,"(50.5201929, 20.5256241)",50.5201929, 20.5256241
150209991,"WIŚLICA,Poland",Nida (216),11730,"(50.3484831, 20.6745381)",50.3484831, 20.6745381
150200020,"BOCHENIEC,Poland",Wierna Rzeka (2162),11740,"(49.9436147, 20.6478331)",49.9436147, 20.6478331
150200160,"DALESZYCE,Poland",Czarna Nida (2164),11750,"(50.801991, 20.8066334)",50.801991, 20.8066334
150200120,"MORAWICA,Poland",Czarna Nida (2164),11760,"(50.0764277, 19.7500156)",50.0764277, 19.7500156
150200040,"TOKARNIA,Poland",Czarna Nida (2164),11770,"(49.4646063, 22.0204581)",49.4646063, 22.0204581
150209988,"MĄCHOCICE,Poland",Lubrzanka (21644),11775,"(50.890434, 20.7687927)",50.890434, 20.7687927
150209990,"CEDZYNA,Poland",Lubrzanka (21644),11780,"(50.8750494, 20.7057327)",50.8750494, 20.7057327
150209989,"NIESTACHÓW,Poland",Warkocz (216446),11790,"(50.8265557, 20.7423898)",50.8265557, 20.7423898
150200090,"SŁOWIK,Poland",Bobrza (21648),11800,"(51.9284095, 19.3533417)",51.9284095, 19.3533417
150209995,"KRZCIĘCICE,Poland",Mierzawa (2166),11810,"(50.5857996, 20.1764005)",50.5857996, 20.1764005
150200050,"MICHAŁÓW,Poland",Mierzawa (2166),11811,"(51.0012306, 21.899575)",51.0012306, 21.899575
150209992,"PAWŁOWICE,Poland",Mierzawa (2166),11820,"(50.5458641, 16.8258579)",50.5458641, 16.8258579
150210070,"WAMPIERZÓW,Poland",Breń (2174),11830,"(50.28983, 21.27477)",50.28983, 21.27477
150210010,"RAKÓW,Poland",Czarna (2178),11840,"(50.6750443, 21.0423365)",50.6750443, 21.0423365
150210060,"STASZÓW,Poland",Czarna (2178),11850,"(50.5612276, 21.1677849)",50.5612276, 21.1677849
150210100,"POŁANIEC,Poland",Czarna (2178),11860,"(50.4329071, 21.2810473)",50.4329071, 21.2810473
150219999,"JASTRZĘBSKA WOLA,Poland",Łagowianka (21782),11870,"(50.7192149, 21.1806364)",50.7192149, 21.1806364
150210030,"MOCHA,Poland",Łagowianka (21782),11880,"(50.6702778, 21.0822222)",50.6702778, 21.0822222
150210050,"WILKOWA,Poland",Wschodnia (21788),11890,"(51.344607, 16.9064661)",51.344607, 16.9064661
149210090,"KREMPNA-KOTAŃ,Poland",Wisłoka (218),11895,"(49.5114537, 21.4998492)",49.5114537, 21.4998492
149219997,"KREMPNA,Poland",Wisłoka (218),11900,"(49.5103475, 21.5031014)",49.5103475, 21.5031014
149219996,"NOWY ŻMIGRÓD,Poland",Wisłoka (218),11910,"(49.6039214, 21.523519)",49.6039214, 21.523519
149210070,"ŻÓŁKÓW,Poland",Wisłoka (218),11920,"(52.06168, 17.59283)",52.06168, 17.59283
149210050,"KRAJOWICE,Poland",Wisłoka (218),11930,"(49.7742939, 21.4155231)",49.7742939, 21.4155231
149210040,"ŁABUZIE,Poland",Wisłoka (218),11940,"(49.9894444, 21.3136111)",49.9894444, 21.3136111
150219994,"BRZEŹNICA,Poland",Wisłoka (218),11950,"(50.5382918, 16.7314755)",50.5382918, 16.7314755
150210130,"PUSTKÓW,Poland",Wisłoka (218),11953,"(50.1427812, 21.4906079)",50.1427812, 21.4906079
150210120,"MIELEC 2,Poland",Wisłoka (218),11955,"(50.2895407, 21.4229453)",50.2895407, 21.4229453
150219996,"MIELEC,Poland",Wisłoka (218),11960,"(50.280247349999996, 21.46313425491699)",50.280247349999996, 21.46313425491699
149210010,"ROPA,Poland",Ropa (2182),11970,"(49.6695163, 21.1863731)",49.6695163, 21.1863731
149210030,"KLĘCZANY,Poland",Ropa (2182),11980,"(49.6990302, 21.212922)",49.6990302, 21.212922
149210060,"TOPOLINY,Poland",Ropa (2182),11990,"(49.9392895, 20.8281123)",49.9392895, 20.8281123
149210020,"GORLICE,Poland",Sękówka (21826),12000,"(49.6663323, 21.16348426717198)",49.6663323, 21.16348426717198
149219998,"SIEPIETNICA,Poland",Olszynka (21828),12010,"(49.7544516, 21.2957143)",49.7544516, 21.2957143
149219994,"STASIANIE,Poland",Jasiołka (2184),12015,"(49.4675987, 21.7289511)",49.4675987, 21.7289511
149210100,"ZBOISKA,Poland",Jasiołka (2184),12020,"(51.9831292, 20.5669214)",51.9831292, 20.5669214
149219995,"JEDLICZE,Poland",Jasiołka (2184),12030,"(49.714148, 21.6421513)",49.714148, 21.6421513
149210080,"JASŁO,Poland",Jasiołka (2184),12040,"(49.746962749999994, 21.493576018400987)",49.746962749999994, 21.493576018400987
150210110,"GŁOWACZOWA,Poland",Grabinka (21876),12045,"(50.057131, 21.3145755)",50.057131, 21.3145755
150219998,"GRABINY,Poland",Grabinka (21876),12050,"(51.6058333, 19.0261111)",51.6058333, 19.0261111
150210140,"BRZEŹNICA,Poland",Brzeźnica (2188),12060,"(50.5382918, 16.7314755)",50.5382918, 16.7314755
150219993,"PADEW,Poland",Babulówka (2192),12061,"(50.4342004, 21.5059447)",50.4342004, 21.5059447
150219997,"KRĘPA GÓRNA,Poland",Koprzywianka (2194),12070,"(51.1511596, 21.5546811)",51.1511596, 21.5546811
150219995,"KLIMONTÓW,Poland",Koprzywianka (2194),12080,"(50.6563871, 21.4506186)",50.6563871, 21.4506186
150210160,"KOPRZYWNICA,Poland",Koprzywianka (2194),12090,"(50.5932218, 21.5847266)",50.5932218, 21.5847266
150219988,"WOLA RANIŻOWSKA,Poland",Łęg (2198),12100,"(50.2951904, 21.9523068)",50.2951904, 21.9523068
150219989,"WILCZA WOLA,Poland",Łęg (2198),12110,"(50.3607891, 21.906806)",50.3607891, 21.906806
150210200,"GRĘBÓW,Poland",Łęg (2198),12115,"(50.5654299, 21.8746189)",50.5654299, 21.8746189
150219990,"KĘPIE ZALESZAŃSKIE,Poland",Łęg (2198),12120,"(50.6377301, 21.8864938)",50.6377301, 21.8864938
149220150,"DWERNIK,Poland",San (22),12130,"(49.2069231, 22.6375062)",49.2069231, 22.6375062
149220130,"ZATWARNICA,Poland",San (22),12140,"(49.2246733, 22.552374)",49.2246733, 22.552374
149220120,"SOLINA,Poland",San (22),12143,"(49.3996654, 22.449867)",49.3996654, 22.449867
149220090,"MYCZKOWCE,Poland",San (22),12145,"(49.4343321, 22.4105831)",49.4343321, 22.4105831
149220060,"LESKO,Poland",San (22),12150,"(49.4689014, 22.3303816)",49.4689014, 22.3303816
149220030,"OLCHOWCE,Poland",San (22),12160,"(49.5534838, 22.2366022)",49.5534838, 22.2366022
149220040,"DYNÓW,Poland",San (22),12170,"(49.813777349999995, 22.238094355888542)",49.813777349999995, 22.238094355888542
149220190,"PRZEMYŚL,Poland",San (22),12180,"(49.7845132, 22.7698454)",49.7845132, 22.7698454
149229993,"SOŚNICA,Poland",San (22),12190,"(51.0326521, 16.7841865)",51.0326521, 16.7841865
149229994,"RADYMNO,Poland",San (22),12200,"(49.9517176, 22.8183129)",49.9517176, 22.8183129
150220100,"JAROSŁAW,Poland",San (22),12210,"(50.0106216, 22.6783904)",50.0106216, 22.6783904
150220090,"LEŻACHÓW,Poland",San (22),12220,"(50.1476408, 22.6169225)",50.1476408, 22.6169225
150220070,"RZUCHÓW,Poland",San (22),12230,"(52.1289185, 18.7210427)",52.1289185, 18.7210427
150229997,"RUDNIK,Poland",San (22),12240,"(50.4447766, 22.2440326)",50.4447766, 22.2440326
150220030,"NISKO,Poland",San (22),12250,"(50.5198985, 22.139886)",50.5198985, 22.139886
150210210,"RADOMYŚL,Poland",San (22),12260,"(52.0334258, 22.3605914)",52.0334258, 22.3605914
149220180,"STUPOSIANY,Poland",Wołosaty (22114),12270,"(49.1894189, 22.6824768)",49.1894189, 22.6824768
149220140,"POLANA,Poland",Czarna (22132),12280,"(53.8702223, 17.9764926)",53.8702223, 17.9764926
149220080,"CISNA,Poland",Solinka (2212),12290,"(49.2131799, 22.3283323)",49.2131799, 22.3283323
149220100,"TERKA,Poland",Solinka (2212),12300,"(49.29716, 22.42641)",49.29716, 22.42641
149220110,"KALNICA,Poland",Wetlina (22126),12310,"(52.7428445, 22.91819)",52.7428445, 22.91819
149220070,"HOCZEW,Poland",Hoczewka (2218),12320,"(49.42651, 22.3227)",49.42651, 22.3227
149220020,"SZCZAWNE,Poland",Osława (222),12330,"(49.4043963, 22.1462558)",49.4043963, 22.1462558
149220050,"ZAGÓRZ,Poland",Osława (222),12340,"(49.5098822, 22.2632894)",49.5098822, 22.2632894
149229995,"LESZCZAWA,Poland",Stupnica (2236),12350,"(49.6276378, 22.4679859)",49.6276378, 22.4679859
149229997,"BRZUSKA,Poland",Stupnica (2236),12360,"(49.75401, 22.48618)",49.75401, 22.48618
149220160,"RYBOTYCZE,Poland",Wiar (224),12370,"(49.6556185, 22.6448956)",49.6556185, 22.6448956
149220200,"KRÓWNIKI,Poland",Wiar (224),12380,"(49.7672879, 22.8252603)",49.7672879, 22.8252603
149220210,"NIENOWICE,Poland",Wisznia (2252),12390,"(49.94194, 22.92619)",49.94194, 22.92619
149230020,"BUDZYŃ,Poland",Szkło (2254),12395,"(50.3834331, 20.7657421)",50.3834331, 20.7657421
150220140,"CHARYTANY,Poland",Szkło (2254),12400,"(50.0003655, 22.9360424)",50.0003655, 22.9360424
150239998,"LUBACZÓW,Poland",Lubaczówka (2256),12410,"(50.15712635, 23.11793411292922)",50.15712635, 23.11793411292922
150220130,"ZAPAŁÓW,Poland",Lubaczówka (2256),12420,"(50.0908, 22.87879)",50.0908, 22.87879
149210150,"PUŁAWY,Poland",Wisłok (226),12430,"(51.4171713, 21.9720582)",51.4171713, 21.9720582
149210160,"SIENIAWA,Poland",Wisłok (226),12435,"(50.1780728, 22.6102155)",50.1780728, 22.6102155
149219993,"BESKO,Poland",Wisłok (226),12440,"(49.5918349, 21.9571794)",49.5918349, 21.9571794
